,label,text
132,men,#نقاش24 ليش الدول العربيه اللي اللباس الشرعي المحتشم هو الزِّي الطاغي ينتشر بها التحرش؟مش التربيه هي المشكله،قوانين الدول العربيه هي السبب
133,men,#هل_ترضي_ان_يتحرش_باهلك عمر اللباس ما كان سبب في التحرش وانما السبب الحقيقي في العقول
134,dress,#هل_تقبل_ان_يتحرش_باهلك انا برأي اللباس الذي نراه حاليا للبنات هو سبب التحرش. https://twitter.com/hadjaar1990/status/714147867078836225 …
135,dress,(1) فلم #في_الظل فكرته أصيلة (حماية الفتيات من التحرش)؛لكنه وقع في بعض أبرز أسبابه!وهو اللباس والزينة والاختلاط.. @reemaalsmaeil @aboolojain
136,dress,@_a7lah_ تسبة التحرش جائت بعد ما فقدت المرأة إسم اللباس الشرعي وإكتفت به كعاده جاء مايسمى بالتحرش وكلمة تحرش تأتي بعدة أشيء منها اللفظي ١-٤
137,dress,@_aFHD @Nedal_147 الإعجاب الفطري لما يكون اللباس محتشم لا ارى فيه خطأ لما ندخل في لبس مثير للشهوات والغرائز الجنسية دخلنا في التحرش
138,dress,@_majed_q @htksa عندما يسن #قانون_اللباس_المحتشم يصبح #قانون_التحرش_ضرورة وفاعلا
139,dress,@_majed_q @htksa قبل #قانون_التحرش_ضرورة يجب المطالبة بسن #قانون_اللباس_المحتشم فهو السبب الرئيسي للتحرش
140,men,@12_15me86 لم يكن اللباس سببا فنحن نعاني من التحرش بالشباب قبل البنات وبالطفلات قبل الكبيرات فعن اي شماعة يبحثون..!
141,dress,@1aldawood @htksa المال السايب يعلم السرقة والمرأة المتبرجة تدفع للتحرش بها #قانون_اللباس_المحتشم قبل #قانون_التحرش_ضرورة
142,dress,@444hanadi نتكلم بعاميه عن اسباب التحرش بالفتيات ،، اهمها اللباس والرقص والحركات التي تلفت الانتباه ،، يعني الخطأ مشترك بين الطرفين
143,men,@A_Alkanhal @eidbnthani من يبرر التحرش بحجة اللباس ينزع الحانب الإنساني من الرجال و يبقي الجانب الغريزي الحيواني فقط
144,men,@A_Bahaydar تغريدات لاتحمل علماً ولكنها تحمل شرعنة التحرش إذا لم تلزم اللباس الذي نريد.
145,men,@a100001 @Mikhlif التحرش جريمة لا يبررها عدم (حشمة اللباس) ولا يبرر هذا الفعل تحت أية حجة سوى شخص مريض
146,dress,@A5iis سؤال سبب التحرش . ومن الخيارات اللباس غير المحتشم وزعلت لما اختاره فريق منهم بشكل مستفز
147,men,@aaeed1010 التحرش موجود مهما كان اللباس عن تجربة
148,dress,@Abd_NF يعني ، كيف تجمع يا أخي ؛ بين التحرش بهن و قولهم صغيرات ، لا يجتمعان ، ولكن الحل يعاملن معاملة الكبيرات في مسألة اللباس و الرقص .
149,men,@ABDULLAH_FAHD_K @alsamahi1 @srobayan @daghistani جميل إذن اللباس لا دخل له في التحرش الجنسي الا بنسبة ضئيلة جداً هناك مجتمعات بدائية جدا
150,dress,@Abdullhaljedani معاك في المعاقبة ع التحرش لكن العقوبة على اللباس المحتشم هذا شأن اسري اكثر من ان الدوله تهتم له وغيابه هو سبب مثل هالامور
151,dress,@AboShla5Libraly اللباس قد يكون اسلوب من اساليب التحرش يؤثر على العين ومن قم يتلف العقل
152,dress,@ahm_mn قلت اللباس غير المحتشم من اسباب التحرش
153,men,@Ahmed_AboAish @KarShaf التحرش أصبح ظاهرة بمصر في زمن #الأخوان_الشياطين على جميع الفئات وذلك للإنفلات الأمني لا بسبب اللباس يبقى حرية شخصية
154,men,@Ahmed_Qatawneh @Raghadkf @AArabiyat511 ليش ببلاد الغرب التحرش اقل مع انه اللباس مش محتشم كثير؟؟؟؟؟ المفروض تفعيل القانون. وأي متحرش ينفضح
155,dress,@ajmubasher يتوقف التحرش على عفت المراة واحتشامها من خلال اللباس الاسلامي المادي والمعنوي
156,men,@al3bdi هههه واحد شكك في اللباس الشرعي ولا انكره هذي تجربه فقط تثبت ان التحرش مرض واعذارهم ان اللباس هو السبب هي اعذار واهيه المريض مريض
157,dress,@al3rby1990 @reemaalsmaeil بعدين هذا اللباس والزينة من اسباب التحرش..
158,dress,@Albilad123 اتكلم عن التحرش دكتور حاتم اللباس تغير . ومن امن العقاب اساء الادب . كان اول كل شهر يمكن ينزل العاىله لسوق وممكن لا وماتتركهم
159,dress,@ALGHIAMAH 2 اضف لذلك ان اللباس المغري هنا في نظرنا حتى ولم يكن هناك تحرش فإنه يلوث قلوب الشباب بل والشياب التشديدعلى الاحتشام قبل ق التحرش
160,men,@alsha3rawy وما فائدة اللباس ان لم يكن هناك نظام صارم يحمي النساء من التحرش كما في بلاد الغرب تمشي المراة عارية وهي في امان من النحرش
161,men,@aml_mostafaaa @layal6262 تماما أنا أشير الى انه رغم كل هذا اللباس المثير لم يحصل تحرش ولكن في مصر يحصل التحرش رغم كل الاحتشام انه الإنفصام
162,dress,@anmar_A_k أنمار صديقتي هي ألقت اللوم الكامل على المرأه وهذا خطأ ولكن أيضاً أتفق معها بأن بعض اللباس والمشية لها دور في التحرش
163,men,@Anwar__DZ أفغانستان والسعودية فيها أعلى نسب التحرش . مع أن اللباس الشرعي اﻹسﻻمي مفروض في كلتا الدولتين.
164,dress,@Asmaa3alahwa @misrelila لماذا لايعمم اللباس المحتشم بين الفتيات وبذلك نقضي على آفة التحرش وما يليها من جرائم pic.twitter.com/HUNFPGhhnU
165,dress,@aspiirant نعم اللباس العاري والمثير للغريزة يقف خلف النسبة الأكبر من عمليات التحرش والاعتداء.
166,men,@athraa_hailربما أنا مخطئة لكن التحرش موجود بكل مكان سواءدولةدينيةأو مدنية لايمكن القضاء عليه،لكن ممكن الحد منه بالتوعيةوليس اللباس هذا رأيي
167,men,@BAla3358 @RajaaDabbas @suhairmansour بصراحة. لا اتصور ان المسألة خلافية. اللباس غير مسؤل عن الظاهرة. هناك طفلات يتم التحرش بهن.
168,men,@BBCArabic @viabbc اللوم على الدوله لانها لم تشرع قانون صارم لمحاسبة هذه الفئه من البشر اما اللباس فهي حجه واهيه لتكون سبب التحرش بهن
169,dress,@bekasbhna التحرش لايتم إلا بالبعد عن الدين والتخلي عن اللباس الساتر.. وكم في المحاكم من قضايا التحرش وأشد منه وكله بسبب اللباس.
170,dress,@D_Abusrwal ايضاً الفتاة لابد ان تلبس اللباس المحتشم  ولا تتحرش بالشباب  التحرش ليس حصرياً على الشباب 
171,men,@djksadj انتي اللي قلتي عنها لبس مغري كتبرير لِ التحرش ! . وما اللباس الشرعي ؟ مايكفي السواد اللي ملبسينا ! مستخسرين كم خيط ملون!!
172,dress,@drjasem ا نا اوافق الدكتور اللباس له الدور الكبير في التحرش فالمرأه المتستره المحتشمه بكامل حجابها لايضايقها احد الا المريض
173,men,@Eltajoury لا مش حتلقا عطيتك مثال تجريبي موجود شوفي اقل دول في التحرش وتلقيهن اقل دول فرضا في اللباس والكلام هذا
174,men,@F10_KH شكل اللباس ابداً لا يبرر التحرش .. فالخطأ لا يقابل بخطأ اكبر منه
175,men,@FahadHamdan23 . التحرش من قبل الرجال أكثر ولذلك هو المطالب أكثر بالأدب والاحترام. وليس كل من قصرت في اللباس راغبة في المعاكسة !
176,men,@Faris_Hil @NasserAziz2 @ALTOMAN49 سبب التحرش هو ضعف قلب المتحرش وعدم خوفه من الله وليس اللباس
177,dress,@FAWATIM @sara_alaskar_ @BlwiM في كندا قضية مشهورة لمأمور شرطة صرح بأن سبب التحرش هو اللباس، ولكن الكثير عارضوه رغم تأييد البعض له.
178,dress,@Fideel_Castro و نحن نريد هذا اللباس في جامعاتنا! الله يغبر لبوكم الشقف، التحرش نتوما ماليه. pic.twitter.com/DgwFFAEONE
179,men,@GASY2096 لا ياخي .. بالدول الأخرى هناك ابشع من هذا اللباس ولاتجد مثل هذا التحرش لأنه يوجد قانون ببساطة
180,dress,@Gg_112233 من تتخذ هذا اللباس بالاماكن العامه مايكفي التحرش فيها فقط بل خطفها هو مصيرها!!!
181,dress,@GhadahG أذكر أحد التقارير عن التحرش في مصر أشار -وفق إحصائيات مسويها- إلى أن الاحتشام في اللباس قد يثير غريزة بعض المتحرشين
182,dress,@h_alabdulatef @aldawoood1 من أهم أسباب التحرش اللباس فالواجب على الأمهات تعويد الفتاة من سن التاسعة عدم ارتداء الملابس التي تظهر المفاتن
183,dress,@hanadi89 قد تكون هذه الاعمال لا تشكل جريمة كون طبيعتها هكذا .. لكن التشبه يكون بـ اللباس على سبيل المثال او حتى التحرش بالفتيات
184,dress,@hayaatq @wa7eed6 @2_kulod اللباس المحترم جميل أن يكون لباس الجميع في الأسرةذكوراً وإناثاً لأنه من الذوق،لكن نغطي طفلة لنحميها من التحرش؟!
185,dress,@HBATAMIMI @femalnoisy1 @karimahalamri @EngMohd111 نسخه إلى من يقول التبرج وتساهل النساء في اللباس ليس سببافي التحرش pic.twitter.com/UcJTLZgxY9
186,dress,@HendPirlo @abohamoud_ هل التحرش بذات اللباس الواسع والحجاب هو بنفس نسبة التحرش بذات اللباس العاري ؟
187,dress,@HendPirlo @abohamoud_ ولكن لغة الارقام تقول ان في الدول التي ينخفض فيه مستوى التستر في اللباس ترتفع معدلات التحرش
188,dress,@hfc_life @Eyaaaad اللباس المحتشم يجنبك التحرش .. المسأله بسيطه
189,dress,@Honeybal نسأل الله السلامة للاسف تلقى بعض الاخوات سامحهن الله يلبسن لبس خليع ثم يطالبون بعدم التحرش مالذي يؤجج مشاعر الشباب غير هذا اللباس
190,dress,@hosamamodi اخي العزيز لا يجوز التحرش بالمرأة المسلمة وغير المسلمة ولكن اللباس المحتشم يجعل المرأة بعيدة عن قليلوا الدين والتربية
191,dress,@HU_63 @Hamaydan التحرش و الاغتصاب و التضييق في اللباس و غيره حتى لو لم يكن مسلمات.
192,dress,@Humanist_Jaleel @bataleh #من_السبب_في_التحرش_الرجل_أم_المرأة غالبا الرجل للاسف و لكن بعض النساء تعطي دافع للرجل من مثلا: اللباس او الايحاء
193,dress,@Humanist_Jaleel هي توضح للبنات ان اللباس الساتر او الحجاب يحد من مفاتن المراه ويحد من التحرش ومن النضر اليها بعين المتعه.. وين الخطأ !؟
194,dress,@Ibrahim_aldwish اللباس الضيق والعاري للبنات الصغيرات مما قد يجلب لها التحرش #جدد
195,dress,@iFawaz80 @MohamadAlarefe ثم اللباس الشرعي والميوعة في الحديث تحميها من التحرش هذا لا تجده ف اوروبا انما العكس تماماً وعلى الملأ
196,men,@ios091 @AymanKrayem اسهل هو النظر في مشكل التحرش و من المسؤول عليه--> المتحرش!!!!!! و ليس اللباس و قيادة السيارة.
197,dress,@jamildallal @mhabutaleb @obaybarakat @LinaArab @Revivetweet في إستفتاء في كولومبيا 65% قالوا أن سبب التحرش هو اللباس.
198,dress,@jihadharbmansou خلع الحجاب خطوة أولى نحو خلع اللباس فيتم التطمش ويكف التحرش !! #مليونية_خلع_الحجاب
199,men,@K7al_L3afta @LadyHanou وا باقين كيعتاقدو بلي اللباس ديال البنت هو سباب التحرش
200,men,@kaa55ld المتوحش لا يمنعه اللباس، بل يمنعه قانون يطبق على الجميع وما أكثر حالات التحرش في مصر وأفغانساتان.
201,dress,@koko_bandan @rico4_ اي صااادقه من اسباب التحرش اللباس والعري ..يعني برايك لابسه طويل واكمام بيقدر احد يناظر لها .. لاتبررون لانفسكم
202,dress,@LailaBelayachi كيفما قلت من قبل لي كايتحرش بمنقبة خاصو يشد رونديفو مع طبيب نفساني لأنه مريض لكن كلما كان اللباس محترم كلما كايقل التحرش
203,dress,@law_ksa0 حثنا ديننا على غض البصر لكي لانقع بالفتن مثل حالات #التحرش وغيرها اللباس المحتشم يقي فتنة النظر وغض البصر يقي فتنة التحرش..
204,dress,@Linaturky اللباس 90%هو سبب التحرش لأن إذا اللباس مثير أو يبين المفاتن كأنه يقول للشاب مرحبا بك.
205,men,@M_0g اللباس ماله دخل بالتحرش هي العقلية والتربية اللي تؤثر في موضوع التحرش المفترض لو شفت وحدة لابسة بيكيني ما تقرب منها ولا تؤذيها
206,men,@mahawy141114 @rema_dream @AymanKrayem قضيتنا (التحرش) والذي يعتبر جريمة اما اللباس الخادش للحياء قد يكون مقبولا في مدينة ومرفوضا في أخرى
207,dress,@maisa_mtg لأن لو رجعنا لكل فتاة تم التحرش فيها لوجدنا منها عدم الحياء والاحترام في اللباس أو في الكلام أو في المشي بالاسواق والاماگن العامة
208,men,@malaksalman77 التحرش مرض نفسي والمتحرش بكل أﻷحوال سيتحرش بالبنت وسيبرر لنفسه عدم لبسها اللباس المحتشم
209,dress,@mbc1 جميل رأي العرب حول اللباس المحتشم وعلاقته بارتفاع نسبة التحرش .. ترى لماذا راي مايا دياب مخالف ..!!! هل لباسها دوما غير محتشم ؟!!
210,men,@mm2014028f الرخيصة التي تبرر التحرش بحجة اللباس الغير المحتشم مرة بعد مرة المتحرش يستطيع أخذ حريته من وراء الحجج التي تستعمل ضد المرأة
211,dress,@Mnor @AbdMohsnAlmogrn غير صحيح،يتم التحرش بالمتبرجةذات البنطال والتنورة القصيرة وذات العباية الغير ساترة.ولايتم التحرش بصاحبة اللباس الشرعي
212,men,@mobeid التحرش لا تبرير له والمتحرشين وجدوا عقول مهترئة تطبّل لهم . و أصبح اللباس حجة يعلِكُها المتخلفين والسيئين ليبرروا لأخطائهم
213,men,@mobeid هي الفكرة أن كل بلد عنده أنظمة محترمة ، له شيء اسمه قانون اللباس في كل مناسبة أو مكان ويجب احترامه . وأرجع أقول التحرش جريمة كبيرة
214,men,@Mouhssine_Gatra لكن لا أظن أن اللباس يعطي الحق لأي شخص في التحرش (ألم يدعو الإسلام إلى غض البصر !: )
215,men,@muqbilalsh في النهاية نوعية اللباس تعد حريه شخصية وان خالفت الشرع فذلك ذنب يتحمله صاحبه لايبيح التحرش ولا يجعله عمل مقبول ابدا.
216,men,@n4aif11 ربما مريض أو صاحب مخدرات لاادري،الإحتشام في اللباس شيء جيد ولكن شواهد الواقع تحكي أن الحجاب لايحمي من التحرش pic.twitter.com/tyvg9KJsiI
217,men,@nas13e @tounsiahourra @mohamedsty13 المرض في المكبوت اللي تحرش. و اللباس لا يبرر التحرش.
218,dress,@Nedal_147 مقارنة فاسدة مرة ثانية، الإحصائيات والدراسات تقول لك بأن اللباس والتعرّي يزيد من احتمالية التحرّش بالمرأة لأنها تثير الرجل=
219,dress,@oct26driving @Saudi_woman1 ههههههه طيب التحرش يأتي ليس من سبب القيادة فيه أسباب أخرى اللباس وكثرة الخروج من البيت بلاداعي وأسباب أخرى
220,dress,@oix29 إذا أصبح اللباس الفاضح حرية شخصية... فإذن التحرش أيضا حرية!
221,dress,@poloxab انا ماتكلمت عن التحرش.. مع انه موجود اقصد اللباس هل هذا من سنة النبي .. او اللي نصة عليه الادله
222,men,@RaghidaMaalouly التحرش الجنسي ليس مشكلته في اللباس لكن بأخلاق الشباب ونخوتهم وغيرتهم على نساء وطنهم
223,dress,@ranasamaha9t اللباس الفاضح وقلة الحشمه مع ضعف الوازع الديني هي السبب في التحرش؟ لأن الذئب حينما يراء اللحم يتدلى سينقض عليه لامحاله!
224,men,@rania_elkhatib هذا اللباس سكسي عند بعض الرجال بدليل أن المنقبة لا تسلم من التحرش وشعر: قل للمليحة في الخمار الأسود ماذا فعلتي بناسك متعبد
225,dress,@roaamousalawyer @hadilaziz @Snuobar @bataleh أنا أختلف معك جدا اللباس له دور كبير في التحرش الذي يحدث في أي مكاان
226,dress,@RTarabic عليكم محاربة اسباب التحرش ومنها اللباس الذي انتشر بكل قوه الذي يظهر ويزيد محاسن المراه والاختلاط الزائد على حده
227,dress,@russi14a والله اغلب ما صارمن التحرش انه بسبب اللباس الضيق ولبس البناطيل الي يصف شكل الجسم والحجاب الفاتن ونسأل الله لنا وللجميع الهدايه )
228,men,@sad1111935 @alfaisal_ragad ماهو معيار اللباس غير المحتشم من وجهة نظر شعب يرى من تلبس الكعب او من تضع المناكير مغرية ويحب التحرش بها ؟!
229,dress,@SamehHusseinA @memam8 @liliandaoud @sasosallومن الظن!أن كان أصبح اللباس الضيق للفتاه حريه شخصيه؟فيمكن ان يكون التحرش بهاواجب وطنىيامسلمين
230,dress,@Sara3i3sara @3a9efah @yosef1432 @salehsagabi @abasaudgh والله اللباس هو سبب التحرش لكل فعل رده فعل
231,men,@shek_Hussain @alsalem_sabq اخ عبد اللطيف انا معك لكن سؤال يعني اذا شبابنا في أمريكا او دوله أجنبيه حسب اللباس لابد من التحرش أين التربيه
232,dress,@SosoAlSalem92: * اذا اصبح اللباس الضيق حريهه شخصيهه ! ف التحرش * واجب وطني ' !! * اللي كاتبها مغسول ويهه ب..... *
233,dress,@T_AbuSalman التحرش وفقك الله ليس سببه اﻹختﻻط وهذا ﻻيعني أنني أدعو له ولكن اللباس المحتشم يقطع التحرش وغير التحرش
234,men,@Turki_lqahtani لو مشت نفس المرأة بنفس اللباس في شوارع بعض المدن العربية لتم إغتصابها جماعيا ثم حتى صاحبات العبايات لم يسلمن من التحرش
235,men,@waheedelfar @iPhoney_ad @w___86 فلماذا بنات البلد فقط؟ هل هذه الشهامة؟ هذا ردي ع كل من يقول أن اللباس سبب في التحرش عذر اقبح من ذنب
236,men,@wake_up_ksa @john_mayer86 لو أهتموا بالجوهر بدل اللباس ما كان ارتفعت نسبة التحرش .
237,men,@wiliiamking واذا كان اللباس مخالف .. هل يعطي الحق للشباب التحرش بها؟
238,dress,@yfs999 اللباس والحشمة لهما دور في تفادي التحرش فكثييييير من أسباب التحرش كان سببها اللباس الفاتن
239,dress,@Yzd8 عزيزي مسألة التحرش لها عدة أسباب ولا يخفى على عاقل أن اللباس الغير محتشم والملفت للنظر معين على ذلك إذ إنه مثير لغريزة الرجل
240,men,“ @houdaifa1990: اذا كان اللباس أو الهيئة أو الشكل يبرر عذرك في التحرش فما فائدة تكريم الله لك بالعقل ! - ولقد كرّمنا بنِي آدم -”
241,dress,“ @RHHRS: اللباس الغير محتشم من أسباب التحرش ! https://twitter.com/RHHRS/status/542943727228973056/photo/1pic.twitter.com/Bm5wJ59NaK ”
242,dress,◘إذا كان اللباس الضيق حرية ...................... فإن التحرش الجنسي واجب علية
243,dress,10/26 في كل مرة ستلاحظين أن التحرشات موجودة في الحالتين ولكن التحرش في تجربة الملابس الضيقة أكثر وذلك لأن اللباس يتكلم وينادي ويقول للشباب
244,dress,14/27 الله؟ 13- من أين حل علينا بلاء التحرش بالمحارم لذلك أسباب يأتي على رأسها التهاون في اللباس أمام المحارم والله
245,dress,١- اجد انه من الضروري وضع قانون للتحرش ، يضبط فيه كل شيء حتى الملبس فلا يعقل ان يكون اللباس فاضحا من احدهم او احداهن ونقول لم تم التحرش بك ؟
246,dress,١٥: من أين حل علينا بلاء التحرش بالمحارم لذلك أسباب يأتي على رأسها التهاون في اللباس أمام المحارم والله المستعان0Mon Mar 02 22:12:37 GMT 2015 @roaamousalawyer @hadilaziz @Snuobar @bataleh أنا أختلف معك جدا اللباس له دور كبير في التحرش الذي يحدث في أي مكاان
247,dress,25حالة تحرش سجلتها وزارة الصحة بالممرضات السعوديات؟ التحرش كان بسبب الاختلاط ولا بسبب اللباس وعدم الاحتشام؟ http://www.news-sa.com/snews/4709------25----------qq.html …
248,dress,99% بحدث التحرش بسبب اللباس
249,men,http://www.sayidaty.net/node/325101/%D8%A3%D8%B3%D8%B1%D8%A9-%D9%88%D9%85%D8%AC%D8%AA%D9%85%D8%B9/%D8%AA%D8%AD%D9%82%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A9/%D8%A3%D8%B1%D9%82%D8%A7%D9%85-%D9%88%D8%A5%D8%AD%D8%B5%D8%A7%D8%A1%D8%A7%D8%AA-%D8%B9%D9%86-%D8%B8%D8%A7%D9%87%D8%B1%D8%A9-%D8%A7%D9%84%D8%AA%D8%AD%D8%B1%D8%B4-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9 … انظر في اخر المقال دراسة اثبتت بأن السعودية تفوق عن امريكا في ضحايا التحرش وين الخلل في اللباس ام في عقول الذكور ؟
250,dress,http://youtu.be/8N3e7D76of0  تجربة اجتماعية تؤكد لك أن اللباس هو السبب الرئيسي في التحرش
251,dress,https://sites.google.com/site/rapeofchildrensinnocence/home/ahsayyat-hwl-althrsh-aljnsy-bbd-aldwl … إحصائيات التحرش الجنسي باﻷطفال والتي غالب أسبابها عدم لبس اللباس المحتشم
252,men,https://twitter.com/ammarshihab2/status/895780320355733505 … ولما يسافرون ليه مايتحرشون في بنات اوربا وامريكا وهن شبه عاريات؟؟! #الصحوه #التحرش #حرية_اللباس_ليست_جريمة #الذكورية
253,dress,ٳذا اصبح اللباس الضيق حرية شخصية ! لا تستبعد ان يكون التحرش وآجب وطني
254,dress,االتحرش مرفوض بكل الأديان ونا رديت على صلب الموضوع وهو اللباس مو التحرش
255,dress,اتعلمون من أين حل علينا بلاء التحرش بالمحارم انه التهاون في اللباس أمام المحارم والله المستعان
256,men,ادعاء ان سبب التحرش وخاصا بالمحارم هو اللباس ادعاء فارغ هل على الطفل الذكر حجاب
257,dress,ادى سفالة باسم يوسف- واسعة واوضة ضلمة - يللا ياعشاق الطراوة اقلعوا اللباس - مين هنا هيقلع ؟؟ بالذمة دى اخلاق حد محترم ؟امال التحرش ييجى منين
258,dress,اذا اردنا قانون يمنع #التحرش يجب اعتبار اللباس غير المحتشم من انواع التحرش
259,dress,اذا اصبح اللباس الضيق #حرية_شخصية فان التحرش يصبح #واجب_وطني
260,dress,اذا اصبح اللباس الضيق حرية شخصية ف(التحرش) واجب وطني!! @shabab.com
261,dress,اذا اصبح اللباس الضيق حرية شخصية. في التحرش واجب وطني!! رأي شخصي
262,dress,اذا أصبح اللباس الضيق حرية شخصية يبقا التحرش واجب وطنى !!! pic.twitter.com/Xv073JuWej
263,dress,ﺍﺫﺍ ﺃﺻﺒﺢ ﺍﻟﻠﺒﺎﺱ ﺍﻟﻀﻴﻖ ﺣﺮﻳﺔه ' ﺷﺨﺼﻴﺔ ﻋﻨﺪ ﺍﻟﺒﻨﺖ ، ف ﺍﻟﺘﺤﺮﺵ ﻋﻨﺪ شبآاب ﻭﺍﺟﺐ ﻭﻃﻨﻲ ، !! - يشعر بـ التفاؤل
264,dress,اذا حضر اللباس الضيق فأصبح التحرش واجب وطني ؛) ضبطي حالج عشان ما تتحلطمين بعدين
265,dress,اذا في قانون التحرش انا اعتقد انه يفترض فرض قانون اللباس المحتشم و قانون الآداب العامة
266,men,اذا كان التحرش بسبب اللباس لمذا يتحرش بالمحجبة و المنقبة؟ اذا كان التحرش بسبب الفقر و عدم القدرة على الزواج لمذا... http://fb.me/6wUhcAp4f 
267,dress,اذا كان اللباس الضيق للبنات حريه شخصيه اذن التحرش واجب وطني
268,dress,اذا كان اللباس الضيق وما خف وشف حرية شخصية فأنا اعتقد ان التحرش بمن يلبس هذا اللباس هو واجب وطني #ريتويتpic.twitter.com/6bQb355say
269,men,اسباب_التحرش_بالفتاة عدم وجود قانون يردع المتحرشين.. من يقول ان اللباس وراء التحرش يكذب لأنه نفسه لا يستطيع ان يتحرش بنصف عارية على شاطئ
270,men,استغرب لمن يربط التحرش باللبس اليس اللباس حرية شخصية .
271,dress,اصبح لغه الاغراء في اللباس والشكل هي اللغه الام طالما القانون هناك يحمينا من التحرش
272,dress,اصبح لغه الاغراء في اللباس والشكل هي اللغه الام طالما القانون هناك يحمينا من التحرش
273,dress,اعضاء المرأة فتنة وتغوي الرجل مهما كانت صفاته وحياء اللباس هو الذي يحصنها من التحرش
